2023/11/07 09:33:48:480 	Total Order Loaded 592
2023/11/07 12:46:57:343 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:47:07:344 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:47:07:344 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:47:07:344 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:47:10:590 	m_ClientList_forDeal_locked
2023/11/07 12:47:17:344 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:47:17:344 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:47:17:344 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:47:27:346 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:47:27:346 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:47:27:346 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:47:29:065 	m_ClientList_forDeal_locked
2023/11/07 12:47:37:348 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:47:37:349 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:47:37:349 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:47:47:350 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:47:47:350 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:47:47:350 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:47:57:352 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:47:57:352 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:47:57:352 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:48:04:414 	m_ClientList_forDeal_locked
2023/11/07 12:48:04:414 	m_ClientList_forDeal_locked
2023/11/07 12:48:07:353 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:48:07:353 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:48:07:353 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:48:12:847 	m_ClientList_forDeal_locked
2023/11/07 12:48:17:353 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:48:17:353 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:48:17:353 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:48:27:353 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:48:27:353 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:48:27:353 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:48:37:354 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:48:37:354 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:48:37:354 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:48:47:355 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:48:47:355 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:48:47:355 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:48:57:355 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:48:57:355 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:48:57:355 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:49:07:356 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:49:07:356 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:49:07:356 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:49:17:356 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:49:17:356 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:49:17:356 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:49:27:357 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:49:27:357 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:49:27:357 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:49:37:357 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:49:37:358 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:49:37:358 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:49:47:357 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:49:47:357 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:49:47:357 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:49:50:442 	m_ClientList_forDeal_locked
2023/11/07 12:49:57:357 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:49:57:357 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:49:57:357 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:50:07:357 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:50:07:357 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:50:07:357 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:50:17:358 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:50:17:358 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:50:17:358 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:50:27:358 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:50:27:358 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:50:27:359 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:50:27:394 	m_ClientList_forDeal_locked
2023/11/07 12:50:37:357 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:50:37:357 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:50:37:357 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:50:40:245 	m_ClientList_forDeal_locked
2023/11/07 12:50:47:359 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:50:47:359 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:50:47:359 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:50:49:081 	m_ClientList_forDeal_locked
2023/11/07 12:50:57:359 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:50:57:359 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:50:57:359 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:50:58:322 	m_ClientList_forDeal_locked
2023/11/07 12:51:07:359 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:51:07:359 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:51:07:359 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:51:07:959 	m_ClientList_forDeal_locked
2023/11/07 12:51:12:377 	m_ClientList_forDeal_locked
2023/11/07 12:51:12:779 	m_ClientList_forDeal_locked
2023/11/07 12:51:17:359 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:51:17:359 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:51:17:359 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:51:27:359 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:51:27:359 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:51:27:359 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:51:37:359 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:51:37:359 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:51:37:360 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:51:47:359 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:51:47:359 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:51:47:359 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:51:57:360 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:51:57:360 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:51:57:360 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:52:07:360 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:52:07:360 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:52:07:360 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:52:17:360 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:52:17:360 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:52:17:360 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:52:27:361 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:52:27:361 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:52:27:361 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:52:37:360 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:52:37:360 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:52:37:360 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:52:47:362 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:52:47:362 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:52:47:362 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:52:51:986 	m_ClientList_forDeal_locked
2023/11/07 12:52:57:362 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:52:57:362 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:52:57:362 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:53:07:363 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:53:07:363 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:53:07:363 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:53:16:488 	m_ClientList_forDeal_locked
2023/11/07 12:53:17:363 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:53:17:363 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:53:17:363 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:53:27:364 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:53:27:364 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:53:27:364 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:53:37:365 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:53:37:365 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:53:37:365 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:53:47:365 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:53:47:365 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:53:47:365 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:53:57:366 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:53:57:366 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:53:57:367 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:54:07:367 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:54:07:367 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:54:07:367 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:54:17:367 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:54:17:367 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:54:17:367 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:54:27:368 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:54:27:368 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:54:27:368 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:54:37:368 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:54:37:368 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:54:37:368 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:54:47:370 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:54:47:370 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:54:47:370 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:54:57:370 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:54:57:370 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:54:57:370 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:55:07:371 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:55:07:371 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:55:07:371 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:55:17:371 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:55:17:371 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:55:17:371 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:55:27:372 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:55:27:372 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:55:27:372 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:55:37:372 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:55:37:372 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:55:37:373 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:55:47:372 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:55:47:372 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:55:47:372 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:55:57:372 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:55:57:372 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:55:57:372 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:56:07:372 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:56:07:372 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:56:07:372 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:56:17:371 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:56:17:371 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:56:17:372 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:56:21:248 	m_ClientList_forDeal_locked
2023/11/07 12:56:27:372 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:56:27:372 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:56:27:372 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:56:37:371 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:56:37:371 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:56:37:371 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:56:47:372 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:56:47:372 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:56:47:372 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:56:57:373 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:56:57:373 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:56:57:373 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:57:07:374 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/11/07 12:57:07:374 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/11/07 12:57:07:374 	Client RegesteredID:1001:oreka-rms-stock-spreadsheet.28wde4rDAAdq3qfXBNwsxX-12:00:16:030 Login Status 1
2023/11/07 12:57:15:478 	m_ClientList_forDeal_locked
