2023/12/22 23:29:04:382 	Total Order Loaded 3889
2023/12/22 23:41:12:335 	Client deleted 1001:50de353a8b1cd849918862ff7dd2c628-23:40:30:883
2023/12/22 23:41:13:038 	O R F Client {"loginbytoken":{"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}}
2023/12/22 23:41:13:038 	R F Client {"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}
2023/12/22 23:41:13:038 	Client RegesteredID:: Login Status 0
2023/12/22 23:41:13:038 	Going to lock client lock loginbytoken
2023/12/22 23:41:13:038 	Client lock locked
2023/12/22 23:41:13:038 	Exit from client lock
2023/12/22 23:41:13:038 	New Key Created loginbytoken Validated 1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038
2023/12/22 23:41:13:038 	U122
2023/12/22 23:41:13:038 	123
2023/12/22 23:41:13:041 	Going to enter in critical section
2023/12/22 23:41:13:043 	Entered in critical section
2023/12/22 23:41:13:234 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:41:13:235 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:41:13:235 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:235 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:41:13:235 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:41:13:235 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:401 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:41:13:401 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:41:13:401 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:405 	O R F Client {"typeandloginrequest":{"type":"FETCH_PAGE_LIST","loginUser":"1001"}}
2023/12/22 23:41:13:405 	R F Client {"type":"FETCH_PAGE_LIST","loginUser":"1001"}
2023/12/22 23:41:13:405 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:407 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:41:13:407 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:41:13:407 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:408 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:13:408 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:13:408 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:409 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:41:13:409 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:41:13:409 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:410 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:41:13:410 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:41:13:410 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:575 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:41:13:575 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:41:13:575 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:842 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}}
2023/12/22 23:41:13:843 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}
2023/12/22 23:41:13:843 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:893 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:41:13:893 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:41:13:893 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:894 	O R F Client {"typeandloginrequest":{"type":"FETCH_SELECTED_THEME","loginUser":"1001"}}
2023/12/22 23:41:13:894 	R F Client {"type":"FETCH_SELECTED_THEME","loginUser":"1001"}
2023/12/22 23:41:13:894 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:13:896 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:13:896 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:13:896 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:14:326 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:14:326 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:14:326 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:14:697 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:41:14:697 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:41:14:697 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:14:698 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}}
2023/12/22 23:41:14:698 	R F Client {"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}
2023/12/22 23:41:14:698 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:14:698 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:41:14:698 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:41:14:699 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:14:699 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:41:14:699 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:41:14:699 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038 Login Status 1
2023/12/22 23:41:28:004 	O R F Client {}
2023/12/22 23:41:28:004 	R F Client {}
2023/12/22 23:41:28:005 	Going to delete client For Key 1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038
2023/12/22 23:41:28:005 	Going to trminate thread 1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038
2023/12/22 23:41:28:206 	Client thread trminated 1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038
2023/12/22 23:41:28:206 	Call app_on_session_close 1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038
2023/12/22 23:41:28:206 	Client Removed From Client Context
2023/12/22 23:41:28:206 	Call app_on_session_close Finished 1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038
2023/12/22 23:41:28:207 	Client deleted 1001:50de353a8b1cd849918862ff7dd2c628-23:41:13:038
2023/12/22 23:41:28:952 	O R F Client {"loginbytoken":{"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}}
2023/12/22 23:41:28:952 	R F Client {"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}
2023/12/22 23:41:28:952 	Client RegesteredID:: Login Status 0
2023/12/22 23:41:28:952 	Going to lock client lock loginbytoken
2023/12/22 23:41:28:952 	Client lock locked
2023/12/22 23:41:28:952 	Exit from client lock
2023/12/22 23:41:28:952 	New Key Created loginbytoken Validated 1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952
2023/12/22 23:41:28:952 	U122
2023/12/22 23:41:28:952 	123
2023/12/22 23:41:28:955 	Going to enter in critical section
2023/12/22 23:41:28:957 	Entered in critical section
2023/12/22 23:41:29:177 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:41:29:177 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:41:29:177 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:179 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:41:29:179 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:41:29:179 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:346 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:41:29:346 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:41:29:346 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:349 	O R F Client {"typeandloginrequest":{"type":"FETCH_PAGE_LIST","loginUser":"1001"}}
2023/12/22 23:41:29:349 	R F Client {"type":"FETCH_PAGE_LIST","loginUser":"1001"}
2023/12/22 23:41:29:349 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:351 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:41:29:351 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:41:29:351 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:352 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:29:352 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:29:352 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:353 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:41:29:353 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:41:29:353 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:354 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:41:29:354 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:41:29:354 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:521 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:41:29:521 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:41:29:521 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:792 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}}
2023/12/22 23:41:29:792 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}
2023/12/22 23:41:29:792 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:837 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:41:29:837 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:41:29:837 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:839 	O R F Client {"typeandloginrequest":{"type":"FETCH_SELECTED_THEME","loginUser":"1001"}}
2023/12/22 23:41:29:839 	R F Client {"type":"FETCH_SELECTED_THEME","loginUser":"1001"}
2023/12/22 23:41:29:839 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:29:840 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:29:840 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:29:840 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:30:255 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:30:255 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:30:255 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:30:647 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:41:30:647 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:41:30:647 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:30:648 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}}
2023/12/22 23:41:30:648 	R F Client {"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}
2023/12/22 23:41:30:648 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:30:648 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:41:30:648 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:41:30:648 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:30:649 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:41:30:649 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:41:30:649 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952 Login Status 1
2023/12/22 23:41:40:192 	O R F Client {}
2023/12/22 23:41:40:192 	R F Client {}
2023/12/22 23:41:40:192 	Going to delete client For Key 1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952
2023/12/22 23:41:40:193 	Going to trminate thread 1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952
2023/12/22 23:41:40:395 	Client thread trminated 1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952
2023/12/22 23:41:40:395 	Call app_on_session_close 1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952
2023/12/22 23:41:40:395 	Client Removed From Client Context
2023/12/22 23:41:40:395 	Call app_on_session_close Finished 1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952
2023/12/22 23:41:40:397 	Client deleted 1001:50de353a8b1cd849918862ff7dd2c628-23:41:28:952
2023/12/22 23:41:41:212 	O R F Client {"loginbytoken":{"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}}
2023/12/22 23:41:41:212 	R F Client {"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}
2023/12/22 23:41:41:212 	Client RegesteredID:: Login Status 0
2023/12/22 23:41:41:212 	Going to lock client lock loginbytoken
2023/12/22 23:41:41:212 	Client lock locked
2023/12/22 23:41:41:212 	Exit from client lock
2023/12/22 23:41:41:212 	New Key Created loginbytoken Validated 1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212
2023/12/22 23:41:41:212 	U122
2023/12/22 23:41:41:212 	123
2023/12/22 23:41:41:215 	Going to enter in critical section
2023/12/22 23:41:41:217 	Entered in critical section
2023/12/22 23:41:41:443 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:41:41:443 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:41:41:443 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:443 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:41:41:444 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:41:41:444 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:610 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:41:41:610 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:41:41:610 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:612 	O R F Client {"typeandloginrequest":{"type":"FETCH_PAGE_LIST","loginUser":"1001"}}
2023/12/22 23:41:41:612 	R F Client {"type":"FETCH_PAGE_LIST","loginUser":"1001"}
2023/12/22 23:41:41:613 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:614 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:41:41:614 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:41:41:614 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:615 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:41:615 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:41:615 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:616 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:41:41:616 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:41:41:616 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:617 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:41:41:617 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:41:41:617 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:41:777 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:41:41:778 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:41:41:778 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:067 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}}
2023/12/22 23:41:42:067 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}
2023/12/22 23:41:42:067 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:138 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:41:42:138 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:41:42:138 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:140 	O R F Client {"typeandloginrequest":{"type":"FETCH_SELECTED_THEME","loginUser":"1001"}}
2023/12/22 23:41:42:140 	R F Client {"type":"FETCH_SELECTED_THEME","loginUser":"1001"}
2023/12/22 23:41:42:140 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:142 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:42:142 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:42:142 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:393 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:41:42:393 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:41:42:393 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:949 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:41:42:949 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:41:42:949 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:950 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}}
2023/12/22 23:41:42:950 	R F Client {"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}
2023/12/22 23:41:42:950 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:950 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:41:42:950 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:41:42:950 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:42:951 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:41:42:951 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:41:42:951 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:54:337 	O R F Client {"unsubscribe":{"type":"UNSUBSCRIBE","requestType":"FETCH_CLIENT_POSITIONS"}}
2023/12/22 23:41:54:337 	R F Client {"type":"UNSUBSCRIBE","requestType":"FETCH_CLIENT_POSITIONS"}
2023/12/22 23:41:54:337 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:41:54:339 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"0b4ae07a-0c62-4ce9-9b6b-4a502ee18eb9"}}
2023/12/22 23:41:54:339 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"0b4ae07a-0c62-4ce9-9b6b-4a502ee18eb9"}
2023/12/22 23:41:54:339 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:42:05:922 	O R F Client {"loginbytoken":{"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}}
